drugName,condition,review,rating,usefulCount,sentiment
Budesonide,Asthma,wheezing shortness breath inhaler bronchospasm airway acceptable results some side effects overall manageable,5,254,neutral
Fluticasone,Asthma,wheezing shortness breath inhaler bronchospasm airway acceptable results some side effects overall manageable,5,438,neutral
Rosuvastatin,High Cholesterol,high cholesterol LDL statin cardiovascular lipid terrible side effects worsened no improvement not recommended,1,285,negative
Naproxen,Pain,pain relief inflammation painkiller analgesic treatment very effective notable improvement highly satisfied,9,352,positive
Salmeterol,Asthma,breathing problem airway inflammation asthma medication okay moderate average side effects tolerable mixed results,7,326,neutral
Amitriptyline,Migraine,severe headache throbbing migraine aura nausea light sensitivity fantastic medication excellent results quick relief,8,430,positive
Clonazepam,Anxiety,anxious overthinking stress generalized anxiety disorder very effective notable improvement highly satisfied,9,306,positive
Rizatriptan,Migraine,severe headache throbbing migraine aura nausea light sensitivity amazing results works perfectly symptoms gone life changing,8,57,positive
Budesonide,Asthma,respiratory bronchodilator breathing difficulty asthma attack amazing results works perfectly symptoms gone life changing,10,339,positive
Omeprazole,GERD,stomach acid regurgitation throat burn esophagus proton pump acceptable results some side effects overall manageable,5,58,neutral
Amitriptyline,Migraine,migraine attack pain relief cluster headache very effective notable improvement highly satisfied,9,307,positive
Pantoprazole,GERD,stomach acid regurgitation throat burn esophagus proton pump severe reaction stopped using poor results disappointing,2,110,negative
Omeprazole,GERD,stomach acid regurgitation throat burn esophagus proton pump fantastic medication excellent results quick relief,8,345,positive
Amitriptyline,Migraine,migraine attack pain relief cluster headache works somewhat decent average improvement moderate results,7,204,neutral
Albuterol,Asthma,breathing problem airway inflammation asthma medication okay moderate average side effects tolerable mixed results,6,173,neutral
Amoxicillin,Infection,infection treatment antibiotic course antimicrobial okay moderate average side effects tolerable mixed results,6,293,neutral
Venlafaxine,Depression,depressive episode treatment medication mood stabilizer okay moderate average side effects tolerable mixed results,5,485,neutral
Celecoxib,Pain,arthritis pain swelling relief pain management acceptable results some side effects overall manageable,6,10,neutral
Atorvastatin,High Cholesterol,high cholesterol LDL statin cardiovascular lipid fantastic medication excellent results quick relief,9,467,positive
Rizatriptan,Migraine,severe headache throbbing migraine aura nausea light sensitivity severe reaction stopped using poor results disappointing,3,107,negative
Rizatriptan,Migraine,severe headache throbbing migraine aura nausea light sensitivity acceptable results some side effects overall manageable,5,202,neutral
Rosuvastatin,High Cholesterol,high cholesterol LDL statin cardiovascular lipid works somewhat decent average improvement moderate results,6,169,neutral
Pantoprazole,GERD,heartburn acid reflux stomach burning gastroesophageal great effective works well improved better excellent highly recommend,8,18,positive
Ozempic,Diabetes Type 2,blood glucose control diabetes medication hyperglycemia fatigue weight management terrible side effects worsened no improvement not recommended,4,21,negative
Escitalopram,Depression,sadness hopeless mood antidepressant serotonin acceptable results some side effects overall manageable,6,395,neutral
Rosuvastatin,High Cholesterol,lipid lowering medication heart risk cholesterol management did not work side effects severe bad ineffective poor,2,416,negative
Lansoprazole,GERD,acid indigestion heartburn relief antacid medication terrible side effects worsened no improvement not recommended,4,441,negative
Lisinopril,Hypertension,cardiovascular pressure heart rate blood pressure medication severe reaction stopped using poor results disappointing,3,390,negative
Pravastatin,High Cholesterol,lipid lowering medication heart risk cholesterol management severe reaction stopped using poor results disappointing,2,309,negative
Sertraline,Depression,persistent low mood anxiety depression mental health amazing results works perfectly symptoms gone life changing,9,425,positive
Acetaminophen,Pain,chronic pain NSAID anti-inflammatory joint muscle pain great effective works well improved better excellent highly recommend,9,154,positive
Budesonide,Asthma,respiratory bronchodilator breathing difficulty asthma attack acceptable results some side effects overall manageable,5,295,neutral
Liothyronine,Hypothyroidism,thyroid fatigue weight gain cold sensitivity underactive okay moderate average side effects tolerable mixed results,6,495,neutral
Esomeprazole,GERD,stomach acid regurgitation throat burn esophagus proton pump acceptable results some side effects overall manageable,6,273,neutral
Trazodone,Insomnia,sleep disorder medication sedative sleep quality acceptable results some side effects overall manageable,7,201,neutral
Rizatriptan,Migraine,migraine attack pain relief cluster headache amazing results works perfectly symptoms gone life changing,9,295,positive
Jardiance,Diabetes Type 2,blood glucose control diabetes medication hyperglycemia fatigue weight management fantastic medication excellent results quick relief,9,244,positive
Ibuprofen,Pain,chronic pain NSAID anti-inflammatory joint muscle pain amazing results works perfectly symptoms gone life changing,8,414,positive
Amoxicillin,Infection,bacterial infection antibiotic fever chills body ache did not work side effects severe bad ineffective poor,4,442,negative
Armour Thyroid,Hypothyroidism,thyroid fatigue weight gain cold sensitivity underactive works somewhat decent average improvement moderate results,6,315,neutral
Armour Thyroid,Hypothyroidism,hypothyroid medication energy cold intolerance thyroid function amazing results works perfectly symptoms gone life changing,9,30,positive
Liothyronine,Hypothyroidism,hypothyroid medication energy cold intolerance thyroid function works somewhat decent average improvement moderate results,7,427,neutral
Sertraline,Depression,depressive episode treatment medication mood stabilizer acceptable results some side effects overall manageable,6,208,neutral
Januvia,Diabetes Type 2,sugar levels stabilized diabetes treatment glycated hemoglobin HbA1c control very effective notable improvement highly satisfied,9,279,positive
Liothyronine,Hypothyroidism,thyroid fatigue weight gain cold sensitivity underactive fantastic medication excellent results quick relief,10,236,positive
Pravastatin,High Cholesterol,lipid lowering medication heart risk cholesterol management great effective works well improved better excellent highly recommend,8,471,positive
Metoprolol,Hypertension,systolic diastolic pressure management hypertension bp reduction amazing results works perfectly symptoms gone life changing,9,387,positive
Glipizide,Diabetes Type 2,frequent urination high blood sugar thirst insulin resistance glucose management amazing results works perfectly symptoms gone life changing,8,101,positive
Levothyroxine,Hypothyroidism,thyroid hormone replacement metabolism slow levothyroxine TSH terrible side effects worsened no improvement not recommended,2,87,negative
